,名称,评估机构数,wind一致预期（180天）,wind一致预期（90天）,wind一致预期（30天）,前收盘价,总股本,流通股本,pct_change, mk_cap 
6828.HK,北京燃气蓝天,,,0.3,,0.036,22736114715,7645072584,7.333333333,818500129.7
6829.HK,龙升集团控股,,,,,0.57,288000000,310000000,,164160000
6830.HK,华众车载,,,1.56,,0.23,1769193800,447193800,5.782608696,406914574
6833.HK,兴科蓉医药,,,,,0.186,2032890585,982890585,,378117648.8
2517.HK,锅圈,2,,,,1.91,2747360400,402799386,," 5,247,458,364 "
0086.HK,新鸿基公司,1,,,,2.67,1964958493,500618918,," 5,246,439,176 "
6838.HK,盈利时,,0.932,0.932,,0.395,600000000,153000000,1.359493671,237000000
6839.HK,云南水务,,0.148,,,0.172,1193213457,355264900,,205232714.6
1969.HK,中国春来,1,,,,4.31,1200000000,233963000,," 5,172,000,000 "
6858.HK,本间高尔夫,,,11,,3.31,605642500,154489475,2.32326284,2004676675
6860.HK,指尖悦动,,,,,0.105,1918088000,658217500,,201399240
0034.HK,九龙建业,,,,,3.89,1306206058,312233672,," 5,081,141,566 "
0258.HK,汤臣集团,,,,,2.33,2166398580,597673202,," 5,047,708,691 "
6866.HK,佐力小贷,,0.315,,,0.285,1180000000,165940000,,336300000
0565.HK,锦艺集团控股,,,,,1.87,2688805163,1190754963,," 5,028,065,655 "
2157.HK,乐普生物-B,,5,,,2.93,1710614838,771399819,," 5,012,101,475 "
6877.HK,CLSA PREMIUM,,,,,0.104,2033290000,426624999,,211462160
6878.HK,鼎丰集团汽车,,,,,0.066,939423988,757775188,,62001983.21
6880.HK,腾邦控股,,0.86,0.86,0.86,0.134,436576000,147766708,5.417910448,58501184
2443.HK,汽车街,,,,,6,832662428,435046674,," 4,995,974,568 "
6882.HK,东瀛游,,,,,0.6,502450000,200808000,,301470000
6885.HK,金马能源,,,,,0.57,535421000,130895000,,305189970
1992.HK,复星旅游文化,7,7.07,,,4,1244270102,66813981,," 4,977,080,408 "
6888.HK,英达公路再生科技,,,,,0.188,1079000000,459292540,,202852000
6889.HK,DYNAM JAPAN,,15,15,15,3.26,696443096,206455160,3.601226994,2270404493
6890.HK,康利国际控股,,,,,0.4,606252000,177532000,,242500800
6893.HK,衍生集团,,,,,0.26,1091796000,273544000,,283866960
6896.HK,金嗓子,,,,,3.11,739302000,244438800,,2299229220
6898.HK,中国铝罐,,,,,0.59,956675000,369061000,,564438250
6899.HK,联众,,0.61,0.61,0.61,0.19,1077799887,268274817,2.210526316,204781978.5
6900.HK,上坤地产,,,,,0.013,2072940000,695990000,,26948220
6908.HK,宏光半导体,,,,,0.59,751054785,369516000,,443122323.2
6909.HK,百得利控股,,,8.93,8.93,0.9,622500000,138913000,8.922222222,560250000
6911.HK,澜沧古茶,,,,,5.56,126000000,19450500,,700560000
6913.HK,华南职业教育,,,,,0.28,1334000000,384000000,,373520000
6918.HK,奇士达,,,,,0.15,624564000,417817333,,93684600
6919.HK,人瑞人才,,5,5,,4.45,156699879,51387018,0.123595506,697314461.6
6922.HK,康沣生物-B,,27.95,,,6.9,239110000,21860843,,1649859000
6928.HK,万马控股,,,,,0.075,450000000,220000000,,33750000
0405.HK,越秀房产信托基金,,1,,,0.98,5070738171,2819399516,," 4,969,323,408 "
6933.HK,新娱科控股,,,,,0.22,414837816,255937816,,91264319.52
6939.HK,美佳音控股,,,,,0.44,518750000,183187500,,228250000
0373.HK,联合集团,,,,,1.41,3513684360,657586080,," 4,954,294,948 "
6958.HK,正荣服务,,,,6.78,0.174,1037500000,323439000,,180525000
6959.HK,长久股份,,,,,4.4,202160000,59660000,,889504000
0535.HK,金地商置,,,,,0.295,16613686827,5734279522,," 4,901,037,614 "
6966.HK,中国万桐园,,0.379,,,0.57,1000000000,300000000,,570000000
6968.HK,港龙中国地产,,,,,0.165,1621799000,715551000,,267596835
0863.HK,OSL集团,1,,,,7.8,626353184,390106640,," 4,885,554,835 "
6978.HK,永泰生物-B,,,20,,2.16,514584000,146329410,8.259259259,1111501440
1501.HK,瑛泰医疗,,35.04,,,27.25,176000000,35479600,," 4,796,000,000 "
6988.HK,乐享集团,,2.2,2.2,,0.108,2371927200,1588517800,19.37037037,256168137.6
6989.HK,卓越商企服务,1,2.655,2.655,,1.28,1220348000,316516000,1.07421875,1562045440
9890.HK,中旭未来,,,,,8.76,534439918,199434761,," 4,681,693,682 "
1576.HK,齐鲁高速,,,,,2.32,2000000000,222331000,," 4,640,000,000 "
6996.HK,德琪医药-B,,2.43,2.43,,0.67,679446632,274264930,2.626865672,455229243.4
6998.HK,嘉和生物-B,,6.1,6.1,6.1,1.41,520299149,193117039,3.326241135,733621800.1
6999.HK,领地控股,,,,,0.184,1026945000,298071000,,188957880
7801.HK,INTERRA ACQ-Z,,,,,9.46,35985000,6563400,,340418100
7827.HK,VISION DEAL-Z,,,,,9.6,125125000,61827500,,1201200000
7836.HK,AQUILA ACQ-Z,,,,,9.5,124174411,43015346,,1179656905
7841.HK,汇德收购-Z,,,,,,,,,
7855.HK,TECHSTARACQ-Z,,,,,9.6,125100000,25129500,,1200960000
1234.HK,中国利郎,6,4.9125,,,3.8,1197484919,430234919,," 4,550,442,692 "
9600.HK,新纽科技,,,,,0.36,943817280,420916480,,339774220.8
9608.HK,宋都服务,,,,,0.2,3840000000,920000000,,768000000
9616.HK,东软教育,3,3,,,2.48,646205135,134171308,,1602588735
6683.HK,巨星传奇,2,13.9,,,5.26,833338500,172565801,," 4,383,360,510 "
2858.HK,易鑫集团,1,,,,0.67,6524128512,1422568888,," 4,371,166,103 "
0116.HK,周生生,1,7.39,,,6.45,677426000,255881714,," 4,369,397,700 "
2402.HK,亿华通,1,48.84,,,18.7,231652081,25617830,," 4,331,893,915 "
1497.HK,燕之屋,3,13.345,,,9.3,465500000,172502390,," 4,329,150,000 "
9639.HK,荣利营造,,,,,0.45,1000000000,250000000,,450000000
1274.HK,知行汽车科技,4,50.635,,,18.72,230757340,42731901,," 4,319,777,405 "
1477.HK,欧康维视生物-B,2,9,,,5.18,832814514,311081720,," 4,313,979,183 "
6122.HK,九台农商银行,,,,,0.85,5074191569,661477243,," 4,313,062,834 "
1119.HK,创梦天地,1,,,,2.53,1689850345,941270704,," 4,275,321,373 "
9669.HK,北森控股,4,6,5,5,4.13,721125094,186341430,0.210653753,2978246638
1271.HK,佳明集团控股,,,,,2.99,1420222346,391285746,," 4,246,464,815 "
0581.HK,中国东方集团,,,,,1.14,3722569000,482807520,," 4,243,728,660 "
0314.HK,思派健康,,11.71,,,5.5,763465514,347928695,," 4,199,060,327 "
9686.HK,熙康云医院,,,,,0.99,841876805,145281500,,833458037
0062.HK,载通,,,,,8.2,508901425,257440156,," 4,172,991,685 "
9689.HK,金泰丰国际控股,,,,,0.4,930000000,319710000,,372000000
6955.HK,博安生物,2,,,,7.78,535933694,101042970,," 4,169,564,139 "
1916.HK,江西银行,,,,,0.69,6024276901,1087649000,," 4,156,751,062 "
0775.HK,长江生命科技,,,,,0.43,9611072400,6773062685,," 4,132,761,132 "
0357.HK,美兰空港,3,9.3,,,8.63,473213000,169107983,," 4,083,828,190 "
9857.HK,柠萌影视,3,4.855,,,3.1,360652869,292156749,,1118023894
2169.HK,沧港铁路,,,,,1.01,4000000000,1368100000,," 4,040,000,000 "
2179.HK,瑞科生物-B,,,,,8.31,482963000,261610330,," 4,013,422,530 "
1250.HK,山高新能源,,,,,1.75,2246588726,560922783,," 3,931,530,271 "
0719.HK,山东新华制药股份,,,,,5.75,682407635,153764844,," 3,923,843,901 "
0376.HK,云锋金融,,,,,1,3867991673,912478394,," 3,867,991,673 "
6138.HK,哈尔滨银行,,0.122,,0.122,0.35,10995599553,2297858000,," 3,848,459,844 "
9877.HK,健世科技-B,,,,,3.11,417167290,129074137,,1297390272
2098.HK,卓尔智联,,,,,0.31,12399505800,3006676932,," 3,843,846,798 "
0547.HK,数字王国,,,,,0.48,7979248625,2341072625,," 3,830,039,340 "
2171.HK,科济药业-B,3,,,,6.65,571539915,377535879,," 3,800,740,435 "
9882.HK,永联丰控股,,,,,0.89,800000000,200000000,,712000000
2190.HK,归创通桥-B,4,15.9667,,,11.44,330182001,203557207,," 3,777,282,091 "
9886.HK,叮当健康,,1.65,,,0.6,1341472897,503103061,,804883738.2
1733.HK,易大宗,,,,,1.4,2696546962,1198096354,," 3,775,165,747 "
1785.HK,成都高速,,,,,2.26,1656102000,356102000,," 3,742,790,520 "
0866.HK,中国秦发,1,,,,1.49,2498113985,1104430186,," 3,722,189,838 "
3600.HK,现代牙科,,3.266,,,3.9,946898000,311359435,," 3,692,902,200 "
1428.HK,耀才证券金融,,,,,2.15,1697296308,729728308,," 3,649,187,062 "
2479.HK,天聚地合,,,,,72.45,50118200,13158393,," 3,631,063,590 "
9900.HK,德益控股,,,,,1.99,372000000,204600000,,740280000
0553.HK,南京熊猫电子股份,,,,,3.95,913838529,228232000,," 3,609,662,190 "
9906.HK,宏力医疗管理,,,,,1.91,600000000,56254500,,1146000000
9908.HK,嘉兴燃气,,,,,7.5,137844500,33340000,,1033833750
9909.HK,宝龙商业,1,2.4,2.4,,2.42,642900000,237900000,-0.008264463,1555818000
0051.HK,海港企业,,,,,5,708750000,144749429,," 3,543,750,000 "
9913.HK,智勤控股,,,,,2.68,1000000000,313956000,,2680000000
9916.HK,兴业物联,,,,,0.385,400000000,100000000,,154000000
9918.HK,丽年国际,,,,,0.61,100000000,25000000,,61000000
9919.HK,艾德韦宣集团,2,,,,0.84,744742000,332109401,,625583280
0468.HK,纷美包装,,1.941,,1.941,2.51,1407129000,644814050,," 3,531,893,790 "
87001.HK,汇贤产业信托,,,,,0.54,6463373956,3302372442,," 3,490,221,936 "
1763.HK,中国同辐,,11.059,,,10.86,319874900,45636400,," 3,473,841,414 "
9928.HK,时代邻里,,0.6,0.6,0.6,0.485,985672747,453233978,0.237113402,478051282.3
9929.HK,澳达控股,,,,,0.049,2000000000,500000000,,98000000
2156.HK,建发物业,2,,,,2.42,1408264016,480954622,," 3,407,998,919 "
9933.HK,GHW INTL,,,,,2.9,1000000000,209900000,,2900000000
9936.HK,稀美资源,,,,,3.08,360000000,95000000,,1108800000
9938.HK,华和控股,,,,,0.072,1000000000,250000000,,72000000
9939.HK,开拓药业-B,,,,,1.09,447499600,381621330,,487774564
9955.HK,智云健康,2,2.15,,,1.31,587038219,460895856,,769020066.9
0289.HK,WING ON CO,,,,,11.76,289752000,109493862,," 3,407,483,520 "
9958.HK,力天影业,,,,,0.137,300000000,167337149,,41100000
2255.HK,海昌海洋公园,,,,,0.41,8114002000,3465670360,," 3,326,740,820 "
9960.HK,康圣环球,,,,,1.16,981291940,563749676,,1138298650
2536.HK,百乐皇宫,,,,,4.09,806594000,135156630,," 3,298,969,460 "
9963.HK,高科桥,,,,,0.157,260000000,65000000,,40820000
1126.HK,德林国际,,5.168,,,4.82,676865000,175068000,," 3,262,489,300 "
9968.HK,汇景控股,,,,,0.024,5254000000,1272010000,,126096000
2429.HK,友宝在线,,25.5,,,4.1,779835433,373293966,," 3,197,325,275 "
9977.HK,凤祥股份,,,,1.2,0.82,1583348000,400352495,,1298345360
9978.HK,方圆生活服务,,,,,0.07,400000000,174052000,,28000000
6836.HK,天韵国际控股,,,,,3.2,990512000,337930000,," 3,169,638,400 "
9982.HK,中原建业,,,,,0.11,3865617028,1224074253,,425217873.1
9983.HK,建业新生活,,1.2,,,1.2,1299276000,367576056,,1559131200
9680.HK,如祺出行,,,,,15.5,204113852,99211999,," 3,163,764,706 "
9986.HK,大山教育,,,,,3.24,800000000,303939200,,2592000000
1600.HK,天伦燃气,,5.27,,,3.2,981885108,257705049,," 3,142,032,346 "
6929.HK,业聚医疗,1,4.7,,,3.78,827968337,236483398,," 3,129,720,314 "
0435.HK,阳光房地产基金,,,,,1.81,1726707663,839616082,," 3,125,340,870 "
9990.HK,祖龙娱乐,1,1.6,,,1.34,801196130,282572830,,1073602814
9991.HK,宝尊电商-W,4,9.5,9.5,,6.88,188267909,116847436,0.380813953,1295283214
0797.HK,第七大道,,,,,1.12,2753200000,820918000,," 3,083,584,000 "
2499.HK,佛朗斯股份,,24.26,,,8.75,348022816,76904312,," 3,045,199,640 "
2576.HK,太美医疗科技,,,,,5.36,563779000,167168540,," 3,021,855,440 "
9996.HK,沛嘉医疗-B,3,5.0175,7.5,,3.77,668517808,457567268,0.98938992,2520312136
0746.HK,理文化工,1,4.1,,,3.65,825000000,163472000,," 3,011,250,000 "
9998.HK,光荣控股,,,,,0.087,800000000,200000000,,69600000
2111.HK,超盈国际控股,1,2.7,,,2.89,1039808000,254372729,," 3,005,045,120 "
